cell_type_name,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
leukocyte,2.276129,3.313488,2.1633046,0.0314529,2.2927809,0.1793248,2.6525633,0.25197196,0.019902693,0.6119242,1.0810541,2.1845632,1.0962068,0.7141518,0.018876862,3.565253,2.4523447,0.2916105,1.7932533,0.01416443,1.9821033,4.794219,1.1489071,1.889465,2.1783848,0.80939335,0.004954088,3.0883193,0.5151471,2.4982555,3.5513573,0.103757754,0.021829048,0.3572894,1.3008882,3.8595037,1.5521294,1.0413214,3.009825,0.7715247,0.09327809,0.27635914,0.3705465,0.40128788,2.6992266,0.08136067,1.6685809,0.008437847,2.3937054,1.4220034,0.024813028,0.2868927,1.9897414,0.121993646,0.056027424,0.070609026,2.738829,0.06315075,1.2172757,0.13132717,0.1789124,0.2559355,0.06050566,4.236007,0.05495881,0.19868943,0.12785529,2.2519722,0.23113592,0.27565473,3.1939983,2.5149422,0.010557695,0.23023981,0.5571611,2.509485,1.341732,0.092982754,0.22230649,0.031585906,2.3620942,2.132715,0.113178484,0.122564,0.054197308,0.7143073,0.3463107,0.5213358,0.41993243,0.42072368,0.9811798,2.593174,1.9914505,0.030751498,1.362047,0.8026002,0.57460654,0.18552685,0.022866292,0.004446518,0.031277467,1.8213282,0.020017132,4.1710653,0.5135414,0.16781583,3.1217773,0.3358748,0.36061504,6.2810984,0.038377922,0.83120364,1.4175031,0.8118638,0.23928134,0.5000181,0.1383468,3.070669,0.032405514,0.36648402,0.44044298,0.8379837,0.43850905,0.055952366,0.3744001,0.031853817,0.62391055,3.599805
luminal epithelial cell of mammary gland,1.0842513,0.056664087,0.27223957,0.5397584,0.27968985,1.1994582,0.22397201,0.11939144,0.07557428,0.08747224,0.027808616,0.8752103,0.41324544,1.8594414,2.7080214,1.6442691,0.16974062,0.10898059,2.2339091,0.17050016,0.11453149,0.03936586,0.033964723,0.14673154,0.38696742,0.37374276,0.28502202,0.9043485,0.2646615,0.16463523,1.3248054,1.5090739,1.514379,2.3047354,0.067858666,0.059048623,0.079195134,0.18773086,0.044494018,0.12570359,1.060372,0.117432885,0.12459227,0.14883201,0.6228787,1.0730084,0.23235479,1.3187714,0.22177051,0.02968406,2.1196525,0.04566996,0.21187139,0.19573796,0.30508614,0.33972174,0.39560476,0.8523072,1.6574281,2.3456855,1.1747891,0.6602875,1.393384,0.20876344,0.46536943,1.3733555,0.14766271,0.23995069,2.3112338,0.23639742,0.510573,3.0493412,0.037819058,0.66108626,1.321547,0.96507466,0.32769758,0.40996873,0.5697033,0.15455833,1.546543,1.3630488,0.11197032,0.043065034,0.04339039,0.14125077,1.163262,1.2990727,1.5800703,0.8387922,0.6823842,1.0270995,0.79393643,0.6636364,1.0307341,1.1072341,0.24511749,0.2476813,0.69114226,0.6902526,0.12916304,0.865205,0.006290869,1.4238045,0.6740155,0.048287388,0.24206255,0.18703957,2.4818864,0.04310844,1.7157,1.7217752,1.1736729,0.19730848,0.100018434,0.606336,0.3493408,0.5228734,0.13593726,2.3980567,0.5600284,0.025158374,0.17872097,0.6973074,0.16574712,1.083663,0.09289063,0.26637167
lung macrophage,2.9905386,0.025759775,4.6720824,0.13160205,4.8637877,1.2302264,0.95789236,0.2991234,0.0011685648,0.67402583,1.9357537,1.8954102,4.3595467,3.1134188,0.45561895,5.749358,0.7241588,3.8283818,0.36802825,2.220819,1.5169482,2.7033744,1.1062555,0.015074873,0.0130918315,0.09221434,4.328335,0.029184641,3.527975,0.0293988,3.6432996,0.018161882,0.525553,0.07734911,4.852412,3.1816967,4.5551558,0.545838,3.4845138,0.22272278,0.014919299,2.9257896,0.6476327,0.16518351,0.11828991,0.0013009192,0.007061206,1.3319942,0.2334,0.44785985,0.0069634835,0.025315078,0.014128382,0.12531605,0.0010108645,0.044605374,1.1148238,1.0267007,1.7618622,2.9725988,3.2334335,0.40916434,0.08563822,3.9984748,4.1696634,0.11761467,2.7192986,2.7733908,0.03394521,4.2095494,0.42179653,2.4392688,0.023321511,0.27583802,4.8646197,0.020147666,0.0908408,0.0046898252,3.7273378,1.1679894,0.0013917079,0.107439905,0.56724817,1.3946289,0.025344614,0.105178535,0.5442002,0.014488354,0.09871605,0.022896951,0.004040399,0.026429173,4.6230907,0.18833023,0.33853295,2.657728,3.47315,0.8004509,0.5273959,0.0254628,0.003094373,0.008091837,0.33702552,0.5832263,0.0058211195,0.10549275,0.15249085,0.2711638,1.3981189,0.002913601,1.3856536,0.040371124,4.1811824,5.3910017,4.828651,0.5393933,0.050538,0.012833643,0.6172417,4.1015286,0.6032499,0.00085941097,1.2431505,0.0104745515,0.20618004,5.529606,0.008715131,0.03348097
lung pericyte,0.022832014,1.6000882,0.022669068,0.02959326,0.46046245,0.9779859,0.37485588,0.08511214,4.455155,2.4055858,0.03593971,3.9300323,0.01382425,1.1587366,0.4206159,0.28899774,2.1123111,3.9539828,0.052089524,1.5347857,0.10948675,1.9821756,5.6853547,3.4894557,3.1334426,1.6781489,1.8806293,2.0426235,1.955872,0.03709844,2.2350051,0.0153602585,0.058178592,1.7513235,0.19137987,0.032815475,4.9759803,2.903371,4.864283,4.752234,1.1032649,2.4163744,0.37966153,1.7684869,7.569189,0.16742888,0.507559,0.035889998,0.008396933,4.0790086,0.019825045,3.1679952,0.0007023041,0.21984373,2.602072,0.13080816,0.08950734,3.723882,0.17736642,0.077135205,3.0481784,1.4445437,0.075577326,1.2888119,1.3847793,0.42516008,3.5111449,1.2588673,2.8561053,2.3537338,0.47352418,3.3132784,0.16803235,0.10263896,0.060762417,2.4478493,0.081158236,1.7879733,1.9370914,1.4355572,0.5738294,0.04122725,0.054602884,0.12463965,2.14005,0.00770461,0.19976962,2.9718373,1.3444389,3.0318148,3.2619028,0.75660455,0.04768413,1.1091131,2.3733585,1.3163185,1.1282506,0.005801352,0.061858322,0.25142014,0.029575618,0.013423778,0.08133444,0.10035867,1.6996201,1.4726453,3.2001336,1.1310413,1.1713834,0.0057685543,0.010552315,0.08629693,0.22430433,0.012377115,0.2315795,1.9902521,0.0027673193,0.09423905,0.014729915,2.7904925,0.32967234,0.004016795,0.015470672,0.0015403086,1.5697098,4.180932,3.0713463,0.4443751
lymphocyte,1.6794074,2.4159958,0.979923,0.34775293,2.3118548,0.034535326,0.18830657,1.0576353,1.4818369,0.28120226,1.7796025,0.24416813,1.1071681,0.23513466,0.03369135,3.2442567,2.602223,2.41805,0.89494133,0.3784832,1.0017216,0.26903084,2.336601,2.042999,0.100229174,0.7540198,0.01891673,2.7411997,0.12038653,2.548578,0.09594743,2.6046317,1.8274766,0.1421432,0.78776854,0.04886907,0.4814121,0.2543366,0.66866434,1.4136618,0.020744933,2.3161342,2.1264622,0.04194477,5.6111937,0.29049596,2.1232092,1.5045207,0.43780077,0.033985347,0.51839554,0.50088775,3.2531884,0.22426203,3.2020206,2.1900363,3.5961685,1.5394241,3.2669544,0.31542048,0.077488534,1.6700869,3.2060397,1.8380209,0.06328398,3.1348903,1.996999,2.9523978,0.70262265,0.19322261,0.3178787,1.8710217,0.06941509,0.45128015,1.8647352,0.0685155,0.24181347,2.6892684,0.3837474,0.14958303,0.3465247,0.10352217,0.4760137,1.6215742,0.19394012,5.0135937,0.14210723,1.3183653,0.556399,0.018015817,0.09130062,0.07481271,0.36507478,0.74378973,2.4627585,4.946318,0.045431457,0.3756028,0.46172243,1.789203,0.049433332,0.6650381,1.6979916,1.3762425,2.0047777,0.21342859,3.1407046,2.415099,2.2358527,4.023573,0.19852033,0.48593727,0.013103989,0.068372965,0.68203133,2.0886936,0.5185162,0.12403887,0.92300737,0.92994964,0.03611257,1.6440815,2.017338,0.16822441,1.1572292,0.5232854,0.255694,3.2894726
lymphoid lineage restricted progenitor cell,0.394839,1.1144761,0.097198635,0.4170785,1.4698222,0.59927475,0.9562519,0.05972074,0.21580474,1.1006703,3.2117863,0.9140273,1.976021,3.6569285,1.1426742,5.8967943,2.0205832,5.001215,3.1173563,3.1253579,0.023365373,1.0292308,3.6839333,4.7355776,6.846897,0.25676227,0.024877854,0.6539404,1.3178993,1.0636591,0.054923937,0.88484126,3.957585,0.14721902,0.01625459,0.24286917,1.0715508,3.8731725,1.7681413,0.026553392,0.87600374,1.0625302,0.009097088,0.013198242,0.08696904,1.152482,2.0079296,0.5561055,0.012867968,0.018542489,1.0949221,0.6914988,0.014239681,0.098532744,0.035572607,2.4877608,6.006443,0.16393875,3.347155,7.3267183,0.1665648,0.039845224,4.3139453,3.7631636,0.49739146,0.9062024,4.615221,0.862294,9.302333,0.25782248,0.040080808,0.10223295,0.023709754,0.9859763,0.5508342,0.017293023,0.21017776,0.22735286,0.2796465,0.0144616505,0.20785125,0.023728928,2.347944,4.8529553,0.11577073,4.9841557,0.029893456,0.05292909,0.0056465846,0.08838288,0.18679127,3.1094792,4.8105645,0.09787012,0.27550563,6.9021516,0.7133731,0.80153877,0.22733988,0.008845152,1.2461518,0.011947735,0.92875516,0.032376047,3.781248,0.34220073,2.2242231,0.063404255,0.05298394,5.3420753,0.013233621,0.6043434,5.5067053,1.6254802,3.2071154,0.056328278,0.60895675,3.2029326,0.053586073,3.2104225,0.34605655,0.076042324,0.98008335,0.055961713,0.1816164,4.1653457,5.16192,2.483224
macrophage,0.8078482,1.1646923,0.84621835,0.9328538,2.2510352,0.40849566,1.2150038,1.4773295,2.0456512,0.9787314,1.7037243,0.11769989,0.8284414,0.94179523,1.243949,2.3994446,0.13269907,2.119386,1.0225931,2.066163,1.8708097,1.5712367,0.16977733,0.36704433,0.8895556,0.93824166,1.2897933,0.15493682,0.45554575,0.6849147,0.2681931,1.161456,1.3214605,2.8611245,2.1779997,1.4317113,1.3638734,0.4588562,1.3251151,0.053368814,0.23574105,0.22571063,1.4098954,0.49640635,0.29324225,0.34709617,0.60975045,1.2681222,1.3669167,1.6958455,0.25950906,0.19342853,1.949466,1.9520241,0.49069858,1.6867996,1.1045532,0.30005622,0.19383536,0.5081913,0.27060613,0.24682043,0.80555487,1.0548747,0.41870007,0.76387095,1.6050217,1.1456046,0.026147539,0.23419592,0.2611833,0.9810002,0.76904285,1.7375988,0.4100891,0.20310839,0.9673886,0.3181137,0.61476755,1.1125273,0.27330026,1.5049698,0.59608954,0.068674035,0.5657847,0.30032435,0.38759464,0.5322973,0.25561064,0.4885494,1.2573034,0.64425224,0.9031869,0.22712086,0.3123869,1.8459861,0.51825655,0.2472551,0.7130143,0.21393976,1.2283511,0.66972286,2.5903406,0.24379973,1.4409972,0.20402366,0.19829097,0.46867675,1.3135465,0.2804249,0.8651561,2.2792904,0.32143778,0.8796882,0.5760528,0.29068404,0.19458376,2.236265,0.4078552,0.56304884,1.4593464,1.2157589,0.96508455,1.1262554,1.081283,0.33357096,0.22367163,1.5611786
mast cell,0.44770017,1.9884945,2.216755,2.7122893,2.3143563,0.81845695,0.13232909,0.020921828,0.015510718,1.2695932,0.46005487,0.30677187,1.4399558,2.135072,0.018077848,0.22481722,3.7902899,2.560729,0.21878934,1.1368878,2.6312873,0.49507084,0.32071814,0.25268525,0.7814753,0.88759106,2.378595,0.37428057,0.13010997,1.9836786,2.3498118,2.4531443,3.402165,2.2379863,0.44055676,2.6064498,0.03268342,1.8856349,2.342477,2.805862,0.030032165,0.054156337,0.10970581,0.021828786,0.4614479,1.661831,0.37258774,1.1123515,0.6396079,0.037642878,1.451628,0.43680334,0.3741803,0.35618514,0.082611926,3.0500576,2.240844,0.02680522,1.12601,0.43392122,0.10065805,0.021894835,0.2299919,2.4235137,0.7428326,3.704476,0.16190025,1.5458556,0.6787795,0.04362904,0.100549385,1.5299183,0.0881716,0.39529938,1.6887983,0.08046717,0.07874876,0.23799357,0.33069798,0.1352178,0.78479534,2.062885,3.9733741,0.10705609,0.27724448,4.3187943,0.13977641,1.0051856,0.020475458,0.17348604,2.3631265,0.58158475,2.870046,0.02494385,1.8219408,2.804373,2.7958217,0.68210435,0.9597587,1.4876868,0.5335438,0.120596886,0.13149212,0.11715157,2.2734928,0.085684985,0.6616071,0.23849623,4.439253,0.032393154,3.0736363,0.34207708,3.0034096,0.45913124,1.4949025,2.0945258,2.6321084,0.043973766,0.6041556,0.8917777,0.7340162,1.0237181,0.98892224,1.1237118,0.06403099,1.5385265,0.047758173,0.48468322
mature B cell,0.8716044,0.019589087,1.2634205,0.019012293,0.0021167786,0.0023814659,0.24422796,0.034180764,4.294351,2.1992638,3.7117786,1.3947192,2.089789,0.0012181809,2.1303318,1.0257338,1.7039046,0.008417768,0.42341626,0.34875718,5.316888,0.4997047,0.95218545,0.14418401,0.017619155,0.011093948,2.0631123,0.8048891,3.1411874,0.065474845,0.03194405,0.028888024,3.9046066,0.017403137,0.003420219,0.9784116,2.5970645,0.18524125,3.154588,5.4242444,0.009040962,0.012919756,0.006012328,2.2086241,0.07447522,0.0065086894,0.006228227,0.071002305,3.5485353,2.4173732,4.1088114,0.0038302615,2.2717998,0.009576377,0.011906676,0.00059947034,2.2965171,0.10899691,2.7467077,0.0067754053,0.012900546,0.044600554,0.005122261,0.89494187,0.10745146,1.3106713,0.0022386669,0.08031296,0.8620683,2.874445,1.585936,4.9625616,3.7818222,0.19625399,1.4660932,0.2125381,0.27521414,1.681854,0.28806728,2.342636,0.0014144931,0.0059930896,6.01819,3.4612038,0.5135128,8.787714,0.010785776,1.2873152,3.59491,0.10353348,0.4564232,1.3794199,0.10925134,0.27693355,0.0029960063,1.2620192,0.1604123,0.43595016,0.021324698,0.16892774,1.5380298,1.1282972,0.103095144,1.0919644,1.9242346,0.0005657607,0.03353584,0.027559347,3.663144,0.029701337,1.1902887,0.11908581,0.0352364,5.8159866,5.2430058,0.76957595,0.033828612,0.090031795,5.1626024,0.5768792,0.6954515,0.0063561024,1.1209992,0.06206626,3.337084,0.92293066,5.2810855,0.023949351
mature NK T cell,2.5661185,3.4946434,0.048156105,0.84898186,0.39035848,0.13942116,1.1925801,1.447154,0.38693056,0.9397431,2.5450478,3.314684,0.051519882,0.19491898,2.4720304,3.9557612,3.21536,0.13214707,1.795156,1.9064504,2.7476647,1.5974967,0.23171996,0.33524537,0.5488687,0.06343798,1.5757252,0.21802492,0.15524152,1.4975376,2.7466104,0.33292955,2.215686,0.714737,0.3089775,0.14251009,0.22133078,0.46266386,0.10189272,1.1035405,3.7135782,0.601669,0.12007258,0.47113243,1.8554039,0.07420234,2.444441,2.0928679,3.3064997,2.8546274,1.492965,0.042288434,0.7613895,1.9248174,0.13078724,2.4380283,0.9554072,2.4028027,0.120368786,3.4831574,0.09607741,1.3331409,1.0052965,0.08378974,1.2726468,1.9783269,0.051515922,0.2597756,2.9614382,1.3824202,0.17194104,0.28197294,1.2285304,3.4686859,0.15243036,0.38482988,0.550146,0.10158434,0.21195002,1.0893763,0.6437033,0.46920258,1.6401391,1.7234991,0.53055274,4.1009655,2.7882152,1.9406496,0.06396614,3.0172067,1.3864573,1.7180809,1.1996698,0.1777963,1.3151065,1.8696405,3.4651926,0.014716073,1.1570392,0.1866082,0.06411041,3.294908,1.1907523,0.12683278,1.61828,2.0914829,1.4104753,0.03834151,0.98922235,2.4036987,0.04772528,2.4722712,0.04255684,0.24971165,0.10018013,1.994627,0.15349904,0.56248814,0.95516676,0.20954663,0.10383862,1.8769227,0.04760104,2.3682606,1.4787318,0.93342113,2.2409484,0.08447117
mature T cell,0.029962944,2.551303,0.45989424,0.92223096,2.6836517,0.027836451,3.9868357,0.38350046,0.2014677,0.70863634,2.4158275,0.91966254,0.002199005,1.0264788,1.352363,1.3478218,2.9263535,0.4164526,0.069290325,0.96767807,1.5535381,0.9553646,2.671939,1.9393293,0.487739,0.11477212,0.15099452,0.07853248,3.22854,2.1637244,0.65387636,0.41465306,1.2341372,0.037936583,0.5104596,2.4457796,0.4229314,0.57421947,0.48839432,0.020326251,0.0039829733,0.40063477,1.0676413,0.6884872,0.14434372,0.011066626,1.5991541,0.13676052,0.0057930266,0.24798878,0.62518114,0.25974554,0.9585567,0.9586691,0.03345641,0.7534075,1.642274,0.0012286486,0.029871,0.46264803,1.1526272,1.0479345,0.054529388,0.1182482,0.43732002,0.13707678,0.08676318,0.7797493,0.033927746,0.08043682,0.027098814,0.20862864,0.71829194,0.19952832,0.37726915,0.10426223,0.003851522,0.9584699,0.5891403,0.20784341,0.07246189,0.06525498,0.21412437,0.14124742,0.3435632,4.874095,0.017816737,1.2957864,0.43418935,0.026736569,1.4689728,0.20721593,0.04003799,0.6967055,0.078846484,2.7208788,1.3740308,0.41821298,1.0664488,2.974735,2.4869196,0.023682425,0.15278614,0.085873775,1.5832466,2.2524855,1.2252709,0.46392673,0.048519257,1.0307059,0.2345533,3.014382,1.1617273,0.052103013,2.0412827,0.06355664,0.7541724,0.012711645,0.20779793,0.66814494,0.48618177,2.0136976,0.48741528,4.4935684,0.047821015,0.033679128,0.084581874,0.38026088
mature alpha-beta T cell,0.78303206,0.040300205,0.56195813,1.1200407,0.27407044,0.48718446,1.2236345,0.8025489,2.4085248,0.061608795,0.41715822,0.016665732,0.2574999,0.9436979,1.0252144,0.26362246,0.06383628,0.2247142,2.174955,0.32954922,0.36446133,0.32191885,0.3862262,2.7347658,2.0508068,0.0022952848,0.52445537,0.85532093,1.5049022,1.1536765,0.18298203,0.33917278,0.47661242,0.052950058,0.108760715,0.39782807,0.060788903,1.4056942,0.24478029,0.22967106,1.3324003,2.885419,0.900629,0.6655214,0.16398096,1.0317836,0.058109593,0.061086647,0.26569048,0.11277877,0.09910358,0.36599526,0.95393115,1.5399202,0.5018406,0.2612008,0.9238751,0.07134631,0.4048854,0.5243102,0.8704588,0.11966437,0.55190516,1.3442445,0.6532194,1.1894125,0.4831045,0.35073856,2.189355,0.03166072,0.56491816,0.048766054,0.45667323,0.62255496,1.2014214,0.08022462,0.67810583,1.1329745,1.0849648,0.8404256,1.2474912,2.0113547,0.07041052,0.6137504,1.4041791,2.8311718,0.3874846,0.056041725,0.7964849,0.014279244,1.7423583,0.50704026,0.11082057,0.9288191,0.06256103,1.1968001,3.5152686,0.14878555,0.4757385,2.4616232,0.76624244,0.7799568,0.0063430215,0.7159691,0.024016578,0.33417186,0.05558746,1.6481265,0.8238453,0.31037512,0.5046012,4.945397,2.0994291,0.07234089,1.0832506,0.40591258,1.7945231,0.056922484,0.2715409,0.19128805,0.20426251,0.7793436,0.60819197,0.59612465,1.1171113,0.15962282,0.025754774,1.4733573
mature gamma-delta T cell,0.026283855,1.2561084,0.025552427,0.054826457,3.0085094,0.016260572,0.22790039,1.355632,0.030946951,0.004774707,0.07275333,0.25250173,0.78980666,0.6039633,0.3607092,0.08310622,0.01809355,0.008198186,0.04149081,0.038992744,2.0852194,0.050588544,4.4712877,0.031425357,0.093042254,0.0024625715,0.22484118,0.46154785,0.032822594,1.8205107,0.19423836,0.01330064,1.2975838,0.002828959,1.1460863,0.15863892,0.5393005,0.016046053,0.024949204,1.8592588,0.008205956,3.4809458,0.35278234,1.962621,0.06537621,0.022087982,1.6827283,0.31400135,1.5120435,0.39459667,0.0136775095,2.8059359,2.4691346,3.5315177,0.7368186,4.2589107,0.13922746,0.019125067,0.063013315,0.032704834,0.048068985,0.05579053,0.3462094,0.019068588,0.017789835,1.305406,0.014643652,3.7695513,0.8595897,1.5486554,0.0009820162,0.77324915,0.43823475,0.038536448,0.9620041,0.072802655,0.9224218,0.044267934,0.0212334,0.100434974,0.045652658,2.0514452,0.044993423,0.49275774,0.85579866,3.9375644,0.5240034,2.6399007,0.030835355,0.007118217,2.402422,2.3041558,0.09038968,0.024661502,0.09701235,3.3297346,3.742588,0.060010314,3.0902069,2.688618,1.3414197,1.7787561,0.006353962,0.22305638,0.0050991173,0.8565445,0.014224529,0.74048495,2.0989013,3.5218883,0.037757285,5.038052,0.042500652,0.009180752,0.3802266,0.09202126,0.5815228,0.005945385,3.36228,0.45763466,0.8595232,0.03604806,0.19921558,0.28930503,0.09991993,0.04200721,0.002982369,4.3493643
megakaryocyte-erythroid progenitor cell,0.059220742,0.5969837,1.7611766,0.2664671,1.0204705,0.62350243,0.15342966,0.100096434,0.05087662,3.0017285,1.4924318,0.004922527,2.3437319,0.05021083,0.10135021,0.052551966,2.8166497,5.719863,0.07452423,4.808156,2.6476324,0.15644595,0.09629205,1.2234305,0.7637743,0.09312923,0.38175723,0.03578127,7.46057,0.12505639,0.1420334,2.4825854,3.9290268,0.023951352,0.059194505,1.373294,2.1547825,0.06392536,0.52709556,3.105022,0.3625256,4.0323462,0.07521849,0.2527946,0.03367071,3.3605723,0.07315499,1.2177075,0.077687815,0.057985716,2.5478406,2.3800237,1.180005,0.08932068,0.038850617,0.022239584,3.4853694,1.0897357,0.012623251,0.15337357,1.0173768,0.31816965,5.7525334,0.23702893,3.5449128,0.017353972,2.5759053,0.16059427,3.4999802,3.999982,1.6680037,0.11815036,0.84473205,1.3675305,0.75649345,0.016968587,0.6723579,5.6911526,5.479571,2.7808785,0.032560583,0.022491857,7.0083427,4.41511,0.055858467,6.2114697,0.019265896,0.31792873,0.02533616,0.12246366,0.056795586,0.05126717,4.240127,0.034412205,0.10946211,6.4339304,6.523882,5.4718413,0.06377019,0.06337213,0.51485735,0.05165767,1.3509614,1.8132483,0.36404157,0.7093723,0.048729744,0.02583245,1.4935155,0.04101986,4.406048,1.491898,1.9504722,4.294197,1.4191773,3.336027,2.14377,0.23179291,3.7738204,5.128509,2.0532005,0.013048855,5.100697,0.07013996,0.20093182,4.258024,1.2963772,0.031064311
memory B cell,0.49577692,0.24594502,0.40067413,1.2060272,0.04852341,1.5371917,0.25915304,3.3651738,1.2262301,2.3250704,2.08985,0.1834542,0.76576805,0.76937014,0.31159276,0.70761436,1.3934064,0.5504791,1.2656173,0.09564746,0.9179497,0.0500172,2.8246093,0.8584199,0.04890132,1.1466918,1.530093,0.6658927,0.06723778,0.34401652,0.27997753,0.6673611,0.28665724,1.9600879,1.3333645,0.41875026,2.3679647,0.011587163,0.24962592,0.108978845,1.6385313,0.025497992,0.53337973,0.46020037,0.18244979,1.6096357,2.1434422,0.25793952,0.10713241,0.1848282,1.2034173,0.06785049,1.9730481,1.1148385,0.6510878,1.54046,0.1316504,0.6069815,1.1367257,0.5297629,0.8681762,0.82078046,0.06117873,0.42686233,0.9543782,0.7833476,0.619832,0.0931512,0.18075404,1.1300415,1.4678681,2.850857,0.434973,0.5862837,0.556962,1.4430951,0.9636584,2.855163,0.071207404,1.7218614,0.32068068,3.73436,2.5448565,2.7753804,1.8039119,3.4611976,0.019686561,2.2241921,1.7696742,1.9966172,2.6487253,1.433099,1.9344426,0.47615758,0.21788232,1.006213,0.038186092,1.5352598,1.6529717,0.85357124,0.1835166,1.4741279,0.39664224,0.21983473,3.3172688,0.07818748,1.944233,1.6243638,0.31215805,2.5449321,0.21246637,0.18141615,0.05874207,3.9500325,2.776831,1.9252434,1.8229194,0.10569573,0.6140138,0.92212844,0.014295594,2.1698902,1.6755525,1.4518985,3.1479497,0.33657,0.23612233,0.65656084
memory T cell,1.3641291,8.298827,0.012742888,1.1478682,0.16680056,0.894165,0.027015941,0.015681423,0.39986202,0.06554467,0.58532405,0.78925437,4.286605,4.8549247,6.37239,2.6811612,5.3359323,0.21352138,0.09491116,0.09378098,0.6845525,1.628581,5.5903254,0.003611121,0.18971671,0.027483918,7.360308,0.007193493,3.2411094,1.146382,0.14790958,0.027350089,5.3545775,0.10329564,2.6665778,0.38092607,0.08410529,7.355356,4.9883723,0.082384616,0.4868312,0.030282611,0.07511148,0.016418938,0.7718101,0.16533844,0.20536743,0.03626267,0.019114211,0.2812016,3.447548,0.013267211,1.7331642,1.2799394,4.281803,4.5607214,4.574831,0.58454,4.1917424,1.3876079,1.6423316,2.8156095,0.34790558,0.08187029,7.7393928,0.696118,4.6225214,0.103336096,5.254831,1.7499008,0.045577317,7.950103,0.5135916,0.29763258,0.07898888,1.1429296,0.010320333,4.587173,0.030240972,0.021461545,0.1241771,1.8421978,0.09429245,0.94409716,0.036691904,1.7839032,0.3913102,0.12944846,7.2007394,3.4446476,7.1345162,0.954347,0.31075415,0.18899648,0.01849551,0.008223967,6.823617,0.23399308,0.03021535,1.8673989,0.96036524,0.46570185,0.014534152,3.201759,0.71147484,0.0501299,1.1580961,0.0007227832,2.6099253,0.0216973,0.002207455,0.10001936,0.48347467,0.10733572,0.17464803,0.6379208,1.8618554,2.464203,2.965791,1.0932034,3.2929635,0.018277114,0.013609073,0.17243487,0.3377352,0.0223586,0.022951765,0.21039604
